ObjectID,GlobalID,Non_Native Species,Unlisted Non-Native Species,Non-Native Species Percent Cover,Non-Native Species Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
10960,b64bdd93-db3d-433c-85ae-fde485703d58,Festuca_perennis,,11,,76c82cac-d7bb-41a3-808f-fabe50c87ac7,5/16/2023 1:44:16 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:16 AM,joannatang@umail.ucsb.edu_ucsb
10961,a4e4afc5-10b9-46c2-a649-3aec42665600,Lythrum_hyssopifolia,,1,,76c82cac-d7bb-41a3-808f-fabe50c87ac7,5/16/2023 1:44:16 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:16 AM,joannatang@umail.ucsb.edu_ucsb
10962,2d30ebdf-5cf8-4527-ab3e-fb450f8394e7,Festuca_perennis,,0,,0303724e-9668-4d63-859e-3fae6421bacb,5/16/2023 1:44:24 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:24 AM,joannatang@umail.ucsb.edu_ucsb
10963,58156a43-5b19-490e-b464-e4d848601174,Lythrum_hyssopifolia,,1,,0303724e-9668-4d63-859e-3fae6421bacb,5/16/2023 1:44:24 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:24 AM,joannatang@umail.ucsb.edu_ucsb
10964,63cb5791-0786-4e5f-82fe-513d72d1e1a9,Festuca_perennis,,96,,463c662e-d787-4c9d-836e-effaae0abb15,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb
10965,67298eba-6426-4b12-90bc-5f7574240c64,Lythrum_hyssopifolia,,1,,463c662e-d787-4c9d-836e-effaae0abb15,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb
10966,7e9ce79d-e32d-45cb-88aa-50c49ac26f42,Geranium_dissectum,,2,,463c662e-d787-4c9d-836e-effaae0abb15,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb
10967,f04a3ca2-270b-4d04-86d5-021a92279d99,Vicia_villosa,,1,,463c662e-d787-4c9d-836e-effaae0abb15,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb
10968,6fd8ea1d-1d87-45b3-943c-c3fd6c6f1071,Polygonum_aviculare_depressum,,1,,76c82cac-d7bb-41a3-808f-fabe50c87ac7,5/16/2023 6:23:17 PM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 6:23:17 PM,joannatang@umail.ucsb.edu_ucsb
10969,1a326f41-78e0-4381-b689-bd3e2b0dd465,Polygonum_aviculare_depressum,,1,,463c662e-d787-4c9d-836e-effaae0abb15,5/16/2023 6:24:13 PM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 6:24:13 PM,joannatang@umail.ucsb.edu_ucsb
10970,614b84b3-d005-4086-b140-c0d7d05c8fc2,Festuca_perennis,,58,,c7b49110-9f73-43c5-8a74-867c7d18d5b1,5/16/2023 6:54:27 PM,ccber_user,5/16/2023 6:54:27 PM,ccber_user
10971,61ee0384-5054-4e39-871a-45ba75ecff32,Rumex_crispus,,1,,c7b49110-9f73-43c5-8a74-867c7d18d5b1,5/16/2023 6:54:27 PM,ccber_user,5/16/2023 6:54:27 PM,ccber_user
10972,da755d43-d8db-4e88-a6c1-fe6a559d342f,Geranium_dissectum,,1,,c7b49110-9f73-43c5-8a74-867c7d18d5b1,5/16/2023 6:54:27 PM,ccber_user,5/16/2023 6:54:27 PM,ccber_user
10973,e7cf5eef-bf76-42df-8600-96e62328f76d,Bromus_hordeaceus,,2,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
10974,5e27bfe3-e878-4131-80ef-d36871da0a02,Rumex_crispus,,3,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
10975,b1902904-537b-4dba-b543-0df1d7123af2,Lysimachia_arvensis,,1,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
10976,a7f7ad81-6991-4f51-8144-8d408f99f9df,Festuca_perennis,,24,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
10977,3c1b927b-ec6f-42ae-8b86-c9702f749dcc,Geranium_dissectum,,1,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
10978,6c8e442a-f794-49e8-9e5a-f082ac8453af,Hordeum_murinum,,1,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
10979,907107c4-64de-4192-b902-8747c3cf8178,Medicago_polymorpha,,1,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
10980,09532283-36b4-4fef-b92d-9b3d98a277c8,Sonchus_oleraceus,,1,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
10981,6b717fef-c0a8-400a-8a1b-12c8f4f2ca5b,Rumex_crispus,,2,,22c3d320-2f86-46f4-9a49-f77fb2002662,5/16/2023 6:54:31 PM,ccber_user,5/16/2023 6:54:31 PM,ccber_user
10982,fa394e8f-a7e4-434c-a3d0-fca86230563c,Festuca_perennis,,4,,22c3d320-2f86-46f4-9a49-f77fb2002662,5/16/2023 6:54:31 PM,ccber_user,5/16/2023 6:54:31 PM,ccber_user
10983,4387afca-fb6a-427e-b3b7-74b4ae3a1e24,Festuca_perennis,,97,,8b98f6e9-acc1-48ce-9e0f-c83d8f6729f8,5/16/2023 6:54:32 PM,ccber_user,5/16/2023 6:54:32 PM,ccber_user
10984,8fc05153-1a44-413d-93a0-ceab69ace1fa,Lythrum_hyssopifolia,,1,,8b98f6e9-acc1-48ce-9e0f-c83d8f6729f8,5/16/2023 6:54:32 PM,ccber_user,5/16/2023 6:54:32 PM,ccber_user
10985,a1dc48e1-a03e-43d5-ac03-04c97c53393a,Rumex_crispus,,1,,8b98f6e9-acc1-48ce-9e0f-c83d8f6729f8,5/16/2023 6:54:32 PM,ccber_user,5/16/2023 6:54:32 PM,ccber_user
10986,ec61cd2b-9b63-4341-91a8-daa45f6b571b,Rumex_crispus,,2,,e4667c68-04fb-4973-9596-64ebfb0941b7,5/16/2023 6:54:34 PM,ccber_user,5/16/2023 6:54:34 PM,ccber_user
10987,f31eb36d-4dc4-4573-84d0-b4461803b37e,Festuca_perennis,,23,,e4667c68-04fb-4973-9596-64ebfb0941b7,5/16/2023 6:54:34 PM,ccber_user,5/16/2023 6:54:34 PM,ccber_user
10988,4bf33576-72a9-4d7d-9cf2-291f9e4cabd9,Festuca_perennis,,74,,2d73a630-e643-4a11-a93c-173a1b97d958,5/16/2023 6:54:35 PM,ccber_user,5/16/2023 6:54:35 PM,ccber_user
10989,8820ab05-3f6e-47d9-9675-521d64b5fb43,Rumex_crispus,,1,,2d73a630-e643-4a11-a93c-173a1b97d958,5/16/2023 6:54:35 PM,ccber_user,5/16/2023 6:54:35 PM,ccber_user
10990,063d6c3a-4cca-495d-8302-c802f51c519a,Sonchus_asper,,1,,d2bc76f0-6a57-402c-a4b5-af3b7ea9599e,5/16/2023 6:54:37 PM,ccber_user,5/16/2023 6:54:37 PM,ccber_user
10991,fede291e-13f2-4ef1-8270-e41a0d710644,Lythrum_hyssopifolia,,1,,d2bc76f0-6a57-402c-a4b5-af3b7ea9599e,5/16/2023 6:54:37 PM,ccber_user,5/16/2023 6:54:37 PM,ccber_user
10992,8b5dc9ba-bde6-42f7-96a2-954c52b7a3a9,Festuca_perennis,,8,,d2bc76f0-6a57-402c-a4b5-af3b7ea9599e,5/16/2023 6:54:37 PM,ccber_user,5/16/2023 6:54:37 PM,ccber_user
10993,b99d670e-fa59-4cda-a6ab-73e585c8448c,Festuca_perennis,,22,,3ca57207-717a-4c32-b2e0-a5660436ec05,5/16/2023 6:54:38 PM,ccber_user,5/16/2023 6:54:38 PM,ccber_user
10994,01a21a68-46e0-44aa-9e18-1dc60cd07517,Rumex_crispus,,3,,3ca57207-717a-4c32-b2e0-a5660436ec05,5/16/2023 6:54:38 PM,ccber_user,5/16/2023 6:54:38 PM,ccber_user
10995,6fe294b6-721d-4f88-bc5a-2427788cd793,Rumex_crispus,,3,,2abb9db7-6967-43c3-8b0b-fcd28055852a,5/16/2023 6:54:40 PM,ccber_user,5/16/2023 6:54:40 PM,ccber_user
10996,a757e503-a7cb-4170-932d-8e15687ddc43,Festuca_perennis,,1,,2abb9db7-6967-43c3-8b0b-fcd28055852a,5/16/2023 6:54:40 PM,ccber_user,5/16/2023 6:54:40 PM,ccber_user
10997,6569908c-1fb2-4dea-b606-d32d34f16420,Rumex_crispus,,7,,cd147c2e-7cb3-4a2a-ad1e-0fe4b19cf03e,5/16/2023 6:54:42 PM,ccber_user,5/16/2023 6:54:42 PM,ccber_user
10998,28b66bd5-d9fb-4421-a3fa-3667f2176bf7,Festuca_perennis,,1,,cd147c2e-7cb3-4a2a-ad1e-0fe4b19cf03e,5/16/2023 6:54:42 PM,ccber_user,5/16/2023 6:54:42 PM,ccber_user
10999,b1d572f5-7b6b-40d7-96c8-7b1e2f69c5a7,Rumex_crispus,,20,,73d2660b-e738-4017-a19a-5671c02343cc,5/16/2023 6:54:44 PM,ccber_user,5/16/2023 6:54:44 PM,ccber_user
11000,859a1800-d5cb-4743-bb69-468bbc254d82,Rumex_crispus,,10,,a04411ba-116a-436c-99d4-6a68621fa1d2,5/16/2023 6:54:46 PM,ccber_user,5/16/2023 6:54:46 PM,ccber_user
11001,c8f9d0fd-0cdf-4c9a-b0c9-073e399c4750,Festuca_perennis,,1,,a04411ba-116a-436c-99d4-6a68621fa1d2,5/16/2023 6:54:46 PM,ccber_user,5/16/2023 6:54:46 PM,ccber_user
11002,6ac28c8e-e4a6-4693-8512-8cd30316d289,Rumex_crispus,,8,,a0a02628-2d09-4405-ae38-b484b0da7ecd,5/16/2023 6:54:48 PM,ccber_user,5/16/2023 6:54:48 PM,ccber_user
11003,ffabb928-8911-4c71-ac8e-69037d519d0b,Rumex_crispus,,12,,b83e9e18-9540-4bb8-a797-f3176e4dc295,5/16/2023 6:54:50 PM,ccber_user,5/16/2023 6:54:50 PM,ccber_user
11004,7cbf528c-717b-487d-ae2c-79df0e58f075,Festuca_perennis,,1,,b83e9e18-9540-4bb8-a797-f3176e4dc295,5/16/2023 6:54:50 PM,ccber_user,5/16/2023 6:54:50 PM,ccber_user
11005,f9145b20-af52-4bec-a623-5b484d436f71,Rumex_crispus,,34,,a5a894c9-3d38-4022-a635-860e0a2a65c8,5/16/2023 6:54:52 PM,ccber_user,5/16/2023 6:54:52 PM,ccber_user
11006,56e10a96-91af-48b5-ae87-1695e6527043,Festuca_perennis,,1,,a5a894c9-3d38-4022-a635-860e0a2a65c8,5/16/2023 6:54:52 PM,ccber_user,5/16/2023 6:54:52 PM,ccber_user
11007,5c8231a9-2e5b-4177-b8e2-69a4eb30029f,Lythrum_hyssopifolia,,2,,460f2a6e-9496-4414-8917-e4d9890bbab0,5/16/2023 6:54:53 PM,ccber_user,5/16/2023 6:54:53 PM,ccber_user
11008,cb625857-2a1d-4391-b313-d8aaed4580c5,Rumex_crispus,,27,,460f2a6e-9496-4414-8917-e4d9890bbab0,5/16/2023 6:54:53 PM,ccber_user,5/16/2023 6:54:53 PM,ccber_user
11009,bf27df8f-393b-4fb5-b2f0-d3bfc215f378,Vicia_villosa,,5,,9fd40bc0-bbff-4370-abd2-2d0c56f2fd5f,5/22/2023 11:56:45 PM,ccber_user,5/22/2023 11:56:45 PM,ccber_user
11010,aa2f6b9d-f5d1-4356-af77-b451f17794d8,Avena_fatua,,8,,9fd40bc0-bbff-4370-abd2-2d0c56f2fd5f,5/22/2023 11:56:45 PM,ccber_user,5/22/2023 11:56:45 PM,ccber_user
11011,34b1199d-2926-4a11-9e5c-ddd338034874,Festuca_perennis,,60,,9fd40bc0-bbff-4370-abd2-2d0c56f2fd5f,5/22/2023 11:56:45 PM,ccber_user,5/22/2023 11:56:45 PM,ccber_user
11012,7e2e6e1b-cbda-478c-827c-59e8d9aaa409,Bromus_diandrus,,35,,9fd40bc0-bbff-4370-abd2-2d0c56f2fd5f,5/22/2023 11:56:45 PM,ccber_user,5/22/2023 11:56:45 PM,ccber_user
11013,59107ba9-9565-45d6-b276-070394a5a348,Festuca_perennis,,98,,73ae2577-0ec8-45f9-9597-5ed6ba197de4,5/22/2023 11:56:47 PM,ccber_user,5/22/2023 11:56:47 PM,ccber_user
11014,33c36873-ae55-4d6d-8f4c-9fcaf41bd76f,Plantago_lanceolata,,4,,73ae2577-0ec8-45f9-9597-5ed6ba197de4,5/22/2023 11:56:47 PM,ccber_user,5/22/2023 11:56:47 PM,ccber_user
11015,6a2d020b-b03a-49c5-8f44-37aa40040e05,Rumex_crispus,,15,,2467a91f-2934-47bb-be87-a1f3451a6805,5/22/2023 11:56:49 PM,ccber_user,5/22/2023 11:56:49 PM,ccber_user
11016,5a1e2ab0-126a-48b5-99aa-c338b09e49b5,Festuca_perennis,,31,,2467a91f-2934-47bb-be87-a1f3451a6805,5/22/2023 11:56:49 PM,ccber_user,5/22/2023 11:56:49 PM,ccber_user
11017,19fae608-1f6a-4bac-bb47-d11afd7ccc2e,Lythrum_hyssopifolia,,1,,52c73d93-41de-4684-8711-15af8584352b,5/22/2023 11:56:50 PM,ccber_user,5/22/2023 11:56:50 PM,ccber_user
11018,33d1f5e5-49f8-45cf-99d0-86d7475156ce,Rumex_crispus,,35,,52c73d93-41de-4684-8711-15af8584352b,5/22/2023 11:56:50 PM,ccber_user,5/22/2023 11:56:50 PM,ccber_user
11019,eb08cb2e-3bbe-4770-a4b4-e5bcf66a8e4c,Festuca_perennis,,4,,52c73d93-41de-4684-8711-15af8584352b,5/22/2023 11:56:50 PM,ccber_user,5/22/2023 11:56:50 PM,ccber_user
11020,ad8ee14d-4a68-4e27-9a23-301130337731,Rumex_crispus,,21,,8f63e9f3-f7ac-4fdd-a2ef-d110e068dac6,5/22/2023 11:56:51 PM,ccber_user,5/22/2023 11:56:51 PM,ccber_user
11021,f11a158b-6a73-4e98-b638-6fd80e0b4de4,Sonchus_oleraceus,,2,,6564d8a5-4823-41e6-86d5-f70002b941e8,5/22/2023 11:56:54 PM,ccber_user,5/22/2023 11:56:54 PM,ccber_user
11022,07866d38-fb44-4679-9176-246e060b9590,Plantago_lanceolata,,15,,6564d8a5-4823-41e6-86d5-f70002b941e8,5/22/2023 11:56:54 PM,ccber_user,5/22/2023 11:56:54 PM,ccber_user
11023,001eeba5-7488-40c4-9f38-6920490c1dee,Avena_fatua,,5,,6564d8a5-4823-41e6-86d5-f70002b941e8,5/22/2023 11:56:54 PM,ccber_user,5/22/2023 11:56:54 PM,ccber_user
11024,632cf36e-587e-42eb-b02e-9c5390fcec00,Vicia_villosa,,10,,6564d8a5-4823-41e6-86d5-f70002b941e8,5/22/2023 11:56:54 PM,ccber_user,5/22/2023 11:56:54 PM,ccber_user
11025,487d58cd-1c79-4d8f-bb7c-2bf282ecda50,Festuca_perennis,,7,,6564d8a5-4823-41e6-86d5-f70002b941e8,5/22/2023 11:56:54 PM,ccber_user,5/22/2023 11:56:54 PM,ccber_user
11026,f7fd3c6f-293f-4994-87d8-823fdbb8ef67,Geranium_dissectum,,6,,6564d8a5-4823-41e6-86d5-f70002b941e8,5/22/2023 11:56:54 PM,ccber_user,5/22/2023 11:56:54 PM,ccber_user
11027,b157b79f-a0ed-46ba-b17f-33b2ddf85fd9,Festuca_perennis,,100,,146db7ff-e4f8-4f2d-aa50-d94e7e086713,5/22/2023 11:56:56 PM,ccber_user,5/22/2023 11:56:56 PM,ccber_user
11028,3f792091-67d1-4e20-915a-82e5a291df36,Vicia_villosa,,7,,146db7ff-e4f8-4f2d-aa50-d94e7e086713,5/22/2023 11:56:56 PM,ccber_user,5/22/2023 11:56:56 PM,ccber_user
11029,5d138b0d-6414-4275-a51b-87d9a8ebc586,Plantago_lanceolata,,3,,146db7ff-e4f8-4f2d-aa50-d94e7e086713,5/22/2023 11:56:56 PM,ccber_user,5/22/2023 11:56:56 PM,ccber_user
11030,30fcdef3-2efb-4a2a-8de1-c86cdde7776d,Festuca_perennis,,100,,6baaea80-18bc-436d-8523-2aa7c2b62b0e,5/22/2023 11:56:57 PM,ccber_user,5/22/2023 11:56:57 PM,ccber_user
11031,323eda16-d968-47c1-bf36-d04be3196257,Hordeum_marinum,,2,,9d056ab9-2e7d-4a77-9ac6-13f6e8956aec,5/22/2023 11:56:59 PM,ccber_user,5/22/2023 11:56:59 PM,ccber_user
11032,2c349413-90f0-4481-b67c-7fa4198b02a6,Festuca_perennis,,45,,9d056ab9-2e7d-4a77-9ac6-13f6e8956aec,5/22/2023 11:56:59 PM,ccber_user,5/22/2023 11:56:59 PM,ccber_user
11033,01fc5f25-3d5a-4011-8a68-1cbc32890bec,Geranium_dissectum,,1,,9d056ab9-2e7d-4a77-9ac6-13f6e8956aec,5/22/2023 11:56:59 PM,ccber_user,5/22/2023 11:56:59 PM,ccber_user
11034,63a2ef37-2410-4e16-a2c5-1f1d1ed3a963,Festuca_perennis,,75,,0574dd2e-9fdf-4bda-8b6f-fcb57376af1e,5/22/2023 11:57:00 PM,ccber_user,5/22/2023 11:57:00 PM,ccber_user
11035,9482011f-2807-46ee-a10d-71e1faada921,Geranium_dissectum,,12,,0574dd2e-9fdf-4bda-8b6f-fcb57376af1e,5/22/2023 11:57:00 PM,ccber_user,5/22/2023 11:57:00 PM,ccber_user
11036,b02ebeb5-2e42-4bb1-b95f-ff21432e0980,Sonchus_oleraceus,,2,,0574dd2e-9fdf-4bda-8b6f-fcb57376af1e,5/22/2023 11:57:00 PM,ccber_user,5/22/2023 11:57:00 PM,ccber_user
11037,0616c2f6-5a1c-433b-a40d-e534a5c48431,Vicia_villosa,,7,,5aeca044-e5e7-4d4d-87fb-e8a22ac6419f,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb
11038,79d9061b-8cdf-43f6-895d-27f5f51abe5b,Festuca_perennis,,99,,5aeca044-e5e7-4d4d-87fb-e8a22ac6419f,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb
11039,e5b48dd5-fa46-4287-8f1b-c1b60d59e206,Bromus_diandrus,,4,,5aeca044-e5e7-4d4d-87fb-e8a22ac6419f,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb
11040,3adf2413-54c1-4a93-8e4e-af224f16d7c4,Avena_fatua,,5,,5aeca044-e5e7-4d4d-87fb-e8a22ac6419f,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb
11041,fe6627eb-a50b-4c7d-9a2b-1a93d3c9f0b0,Festuca_perennis,,55,,9cb9ca11-18f9-43d2-ab58-3227b7a90526,5/22/2023 11:57:02 PM,ccber_user,5/22/2023 11:57:02 PM,ccber_user
11042,065c5036-ccc2-4a16-87aa-05cbf327197c,Geranium_dissectum,,55,,9cb9ca11-18f9-43d2-ab58-3227b7a90526,5/22/2023 11:57:02 PM,ccber_user,5/22/2023 11:57:02 PM,ccber_user
11043,f83cd911-901a-4f87-bb2e-3f0785b8f18a,Vicia_villosa,,4,,9cb9ca11-18f9-43d2-ab58-3227b7a90526,5/22/2023 11:57:02 PM,ccber_user,5/22/2023 11:57:02 PM,ccber_user
11044,2d719dcf-82d7-4d7c-b018-56ce235352e9,Avena_fatua,,6,,9cb9ca11-18f9-43d2-ab58-3227b7a90526,5/22/2023 11:57:02 PM,ccber_user,5/22/2023 11:57:02 PM,ccber_user
11045,afdb1822-c53d-463d-ba9c-8b91b624e772,unlisted,Trapopogon porrifolius,1,,9cb9ca11-18f9-43d2-ab58-3227b7a90526,5/22/2023 11:57:02 PM,ccber_user,5/22/2023 11:57:02 PM,ccber_user
11046,1807a7b7-fa45-4309-bcac-95cddd4ed266,Plantago_lanceolata,,35,,e1d4427a-12ae-4a97-a536-eff325430667,5/22/2023 11:57:03 PM,ccber_user,5/22/2023 11:57:03 PM,ccber_user
11047,f21c9579-966a-41f6-a396-a74847fce0d6,Festuca_perennis,,14,,e1d4427a-12ae-4a97-a536-eff325430667,5/22/2023 11:57:03 PM,ccber_user,5/22/2023 11:57:03 PM,ccber_user
11048,392a5683-e230-48c8-b895-0bb4772db0a3,Geranium_dissectum,,18,,e1d4427a-12ae-4a97-a536-eff325430667,5/22/2023 11:57:03 PM,ccber_user,5/22/2023 11:57:03 PM,ccber_user
11049,b34ee066-c768-463d-8a5a-6606f1fb8f3f,Avena_fatua,,1,,e1d4427a-12ae-4a97-a536-eff325430667,5/22/2023 11:57:03 PM,ccber_user,5/22/2023 11:57:03 PM,ccber_user
11050,99bde555-e8e9-4412-974e-52d0999f81c1,Sonchus_oleraceus,,1,,e1d4427a-12ae-4a97-a536-eff325430667,5/22/2023 11:57:03 PM,ccber_user,5/22/2023 11:57:03 PM,ccber_user
11051,d41be73d-1c5f-4f52-b25f-970852b0ea01,Erodium_botrys,,1,,e1d4427a-12ae-4a97-a536-eff325430667,5/22/2023 11:57:03 PM,ccber_user,5/22/2023 11:57:03 PM,ccber_user
11052,70d934a1-9f76-4f85-a2c2-bfe50835bf63,Vicia_villosa,,1,,e1d4427a-12ae-4a97-a536-eff325430667,5/22/2023 11:57:03 PM,ccber_user,5/22/2023 11:57:03 PM,ccber_user
11053,689d8424-2774-4b28-8918-62a966fbf06f,Festuca_perennis,,63,,4a23fe53-1867-4a4e-9ce2-df470a7dbf32,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb
11054,eea092b4-d1c2-4418-ba8a-0ab6851545cd,Sonchus_asper,,1,,4a23fe53-1867-4a4e-9ce2-df470a7dbf32,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb
11055,79ed63bf-f8de-462b-aa89-8036d8b69889,Lythrum_hyssopifolia,,1,,4a23fe53-1867-4a4e-9ce2-df470a7dbf32,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb
11056,bcf200da-842d-4d10-b27b-491bd1f775c7,Rumex_crispus,,1,,4a23fe53-1867-4a4e-9ce2-df470a7dbf32,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb
