ObjectID,GlobalID,Native Species,Unlisted Native Species,Native Species Percent Cover,Native Species Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
11353,477686e4-96d4-4311-b733-dbc7ee26df3f,Symphyotrichum_subulatum,,1,,0303724e-9668-4d63-859e-3fae6421bacb,5/16/2023 1:44:24 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:24 AM,joannatang@umail.ucsb.edu_ucsb
11354,1c9a8795-b224-43f8-ba64-fb005a73a357,Eleocharis_macrostachya,,1,,463c662e-d787-4c9d-836e-effaae0abb15,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb,5/16/2023 1:44:31 AM,joannatang@umail.ucsb.edu_ucsb
11356,cf739464-9da8-449c-9b32-1008bf0c1fe5,Eleocharis_macrostachya,,1,,c7b49110-9f73-43c5-8a74-867c7d18d5b1,5/16/2023 6:54:27 PM,ccber_user,5/16/2023 6:54:27 PM,ccber_user
11357,0100bad8-c67f-449c-9149-ba1a06924e95,,,0,,76ba9b1c-ec61-4b31-9660-7eca78d117b5,5/16/2023 6:54:29 PM,ccber_user,5/16/2023 6:54:29 PM,ccber_user
11358,628f1c0a-5a2f-46ba-8d54-1394cbe7026d,Eleocharis_macrostachya,,64,,22c3d320-2f86-46f4-9a49-f77fb2002662,5/16/2023 6:54:31 PM,ccber_user,5/16/2023 6:54:31 PM,ccber_user
11359,2f42f581-7e1b-4759-a882-8e410e4a7518,Eleocharis_acicularis,,1,,8b98f6e9-acc1-48ce-9e0f-c83d8f6729f8,5/16/2023 6:54:32 PM,ccber_user,5/16/2023 6:54:32 PM,ccber_user
11360,5c1f9fc7-7d08-491d-ac61-139c6b2bccc2,Eleocharis_acicularis,,6,,e4667c68-04fb-4973-9596-64ebfb0941b7,5/16/2023 6:54:34 PM,ccber_user,5/16/2023 6:54:34 PM,ccber_user
11361,80cc3017-2907-4591-952b-94e3726fa0d1,Hordeum_brachyantherum,,1,,e4667c68-04fb-4973-9596-64ebfb0941b7,5/16/2023 6:54:34 PM,ccber_user,5/16/2023 6:54:34 PM,ccber_user
11362,db6acb88-2661-4487-8e6f-5b67596b0af3,Eleocharis_acicularis,,1,,2d73a630-e643-4a11-a93c-173a1b97d958,5/16/2023 6:54:35 PM,ccber_user,5/16/2023 6:54:35 PM,ccber_user
11363,92737664-0b13-4cdc-b96c-a356793e8772,Eleocharis_acicularis,,8,,d2bc76f0-6a57-402c-a4b5-af3b7ea9599e,5/16/2023 6:54:37 PM,ccber_user,5/16/2023 6:54:37 PM,ccber_user
11364,b8515a73-4874-4b03-99a8-51a2cb8b9ec4,Hordeum_brachyantherum,,1,,d2bc76f0-6a57-402c-a4b5-af3b7ea9599e,5/16/2023 6:54:37 PM,ccber_user,5/16/2023 6:54:37 PM,ccber_user
11365,ff55860d-940a-4f2e-838a-5d249e56ce67,Hordeum_brachyantherum,,1,,3ca57207-717a-4c32-b2e0-a5660436ec05,5/16/2023 6:54:38 PM,ccber_user,5/16/2023 6:54:38 PM,ccber_user
11366,dd7c5634-2012-4571-81d7-a906c05fbcad,Eleocharis_acicularis,,10,,3ca57207-717a-4c32-b2e0-a5660436ec05,5/16/2023 6:54:38 PM,ccber_user,5/16/2023 6:54:38 PM,ccber_user
11367,7067e699-f018-4b7f-beae-718c04e3d6a1,Eleocharis_acicularis,,66,,2abb9db7-6967-43c3-8b0b-fcd28055852a,5/16/2023 6:54:40 PM,ccber_user,5/16/2023 6:54:40 PM,ccber_user
11368,5cef4f57-7d52-470e-8d7a-8aad040cb7bc,Eryngium_vaseyi,,2,,2abb9db7-6967-43c3-8b0b-fcd28055852a,5/16/2023 6:54:40 PM,ccber_user,5/16/2023 6:54:40 PM,ccber_user
11369,343cb36b-9712-41de-86d1-0e029370568b,Eleocharis_acicularis,,61,,cd147c2e-7cb3-4a2a-ad1e-0fe4b19cf03e,5/16/2023 6:54:42 PM,ccber_user,5/16/2023 6:54:42 PM,ccber_user
11370,71d67ebb-cbe6-4eac-88f2-31a49936cf62,Hordeum_brachyantherum,,1,,cd147c2e-7cb3-4a2a-ad1e-0fe4b19cf03e,5/16/2023 6:54:42 PM,ccber_user,5/16/2023 6:54:42 PM,ccber_user
11371,87bf262f-be4d-4972-97f7-742d92548461,Eryngium_vaseyi,,3,,cd147c2e-7cb3-4a2a-ad1e-0fe4b19cf03e,5/16/2023 6:54:42 PM,ccber_user,5/16/2023 6:54:42 PM,ccber_user
11372,98afb838-bea8-435d-b6be-043c8f45fbf0,Eleocharis_acicularis,,19,,73d2660b-e738-4017-a19a-5671c02343cc,5/16/2023 6:54:44 PM,ccber_user,5/16/2023 6:54:44 PM,ccber_user
11373,8df26f1e-3a50-41ae-a6f7-8fc13dafc4f1,Eryngium_vaseyi,,3,,73d2660b-e738-4017-a19a-5671c02343cc,5/16/2023 6:54:44 PM,ccber_user,5/16/2023 6:54:44 PM,ccber_user
11374,83836efc-8996-46a9-88f3-34c318aea706,Hordeum_brachyantherum,,1,,73d2660b-e738-4017-a19a-5671c02343cc,5/16/2023 6:54:44 PM,ccber_user,5/16/2023 6:54:44 PM,ccber_user
11375,2c9db237-ca06-4d59-9e7f-67dd3c98f628,Eleocharis_acicularis,,30,,a04411ba-116a-436c-99d4-6a68621fa1d2,5/16/2023 6:54:46 PM,ccber_user,5/16/2023 6:54:46 PM,ccber_user
11376,f27b0e16-bc44-4219-b945-09e4e6c9b23b,Hordeum_brachyantherum,,4,,a04411ba-116a-436c-99d4-6a68621fa1d2,5/16/2023 6:54:46 PM,ccber_user,5/16/2023 6:54:46 PM,ccber_user
11377,64c1e63a-6f1d-40d7-b3a2-538b8a1294a5,Eleocharis_acicularis,,13,,a0a02628-2d09-4405-ae38-b484b0da7ecd,5/16/2023 6:54:48 PM,ccber_user,5/16/2023 6:54:48 PM,ccber_user
11378,fa54bdaa-de08-4041-939b-f8c1e6aa69a4,Eleocharis_macrostachya,,15,,a0a02628-2d09-4405-ae38-b484b0da7ecd,5/16/2023 6:54:48 PM,ccber_user,5/16/2023 6:54:48 PM,ccber_user
11379,5f5c6f3f-4c90-477c-805d-1df09573c2d9,Eryngium_vaseyi,,8,,a0a02628-2d09-4405-ae38-b484b0da7ecd,5/16/2023 6:54:48 PM,ccber_user,5/16/2023 6:54:48 PM,ccber_user
11380,a14c0577-0404-49de-9ae9-e05cbb39103a,Eleocharis_acicularis,,33,,b83e9e18-9540-4bb8-a797-f3176e4dc295,5/16/2023 6:54:50 PM,ccber_user,5/16/2023 6:54:50 PM,ccber_user
11381,7da87863-2b7b-47d1-8c0a-5dcae79ea2b6,Eryngium_vaseyi,,1,,b83e9e18-9540-4bb8-a797-f3176e4dc295,5/16/2023 6:54:50 PM,ccber_user,5/16/2023 6:54:50 PM,ccber_user
11382,79e0f71f-d535-42cc-be22-9600e367e862,Eleocharis_acicularis,,18,,a5a894c9-3d38-4022-a635-860e0a2a65c8,5/16/2023 6:54:52 PM,ccber_user,5/16/2023 6:54:52 PM,ccber_user
11383,2b46861c-1fc2-4e2a-8921-d228262162ee,Eryngium_vaseyi,,6,,a5a894c9-3d38-4022-a635-860e0a2a65c8,5/16/2023 6:54:52 PM,ccber_user,5/16/2023 6:54:52 PM,ccber_user
11384,c37065a7-2d90-4c21-8c1f-052264f76ed6,Eleocharis_acicularis,,31,,460f2a6e-9496-4414-8917-e4d9890bbab0,5/16/2023 6:54:53 PM,ccber_user,5/16/2023 6:54:53 PM,ccber_user
11385,82bd82d9-a691-402a-b646-8415525f2c3f,,,0,,9fd40bc0-bbff-4370-abd2-2d0c56f2fd5f,5/22/2023 11:56:45 PM,ccber_user,5/22/2023 11:56:45 PM,ccber_user
11386,283bb50b-2206-41c2-8b45-2b1ef587fa07,Eleocharis_macrostachya,,3,,73ae2577-0ec8-45f9-9597-5ed6ba197de4,5/22/2023 11:56:47 PM,ccber_user,5/22/2023 11:56:47 PM,ccber_user
11387,5b1c4ed2-5221-4d36-988a-bad0454277ed,Eleocharis_macrostachya,,2,,2467a91f-2934-47bb-be87-a1f3451a6805,5/22/2023 11:56:49 PM,ccber_user,5/22/2023 11:56:49 PM,ccber_user
11388,294c63e3-415b-44eb-af46-0d0a54c0174a,Eleocharis_acicularis,,15,,52c73d93-41de-4684-8711-15af8584352b,5/22/2023 11:56:50 PM,ccber_user,5/22/2023 11:56:50 PM,ccber_user
11389,f8c9f112-d0e8-4945-9f9b-67e39d13741d,Eleocharis_acicularis,,21,,8f63e9f3-f7ac-4fdd-a2ef-d110e068dac6,5/22/2023 11:56:52 PM,ccber_user,5/22/2023 11:56:52 PM,ccber_user
11390,77afa97f-05e5-4ef0-9f02-136e2ed188ee,Eryngium_vaseyi,,6,,8f63e9f3-f7ac-4fdd-a2ef-d110e068dac6,5/22/2023 11:56:52 PM,ccber_user,5/22/2023 11:56:52 PM,ccber_user
11391,24e59cc4-9d98-4b0d-946c-0659e20ac737,Stipa_pulchra,,21,,6564d8a5-4823-41e6-86d5-f70002b941e8,5/22/2023 11:56:54 PM,ccber_user,5/22/2023 11:56:54 PM,ccber_user
11392,8bc1e277-19e2-4696-9515-10e948b381f2,,,0,,146db7ff-e4f8-4f2d-aa50-d94e7e086713,5/22/2023 11:56:56 PM,ccber_user,5/22/2023 11:56:56 PM,ccber_user
11393,d8eb6cab-d4df-4177-88bb-8fe26d31c6e2,,,0,,6baaea80-18bc-436d-8523-2aa7c2b62b0e,5/22/2023 11:56:57 PM,ccber_user,5/22/2023 11:56:57 PM,ccber_user
11394,f4bf0dd0-b0fe-48f9-9bab-61f00e666095,Eleocharis_acicularis,,17,,9d056ab9-2e7d-4a77-9ac6-13f6e8956aec,5/22/2023 11:56:59 PM,ccber_user,5/22/2023 11:56:59 PM,ccber_user
11395,fd569e6b-eefc-4a9c-91dd-8818316f51cf,Eryngium_vaseyi,,3,,0574dd2e-9fdf-4bda-8b6f-fcb57376af1e,5/22/2023 11:57:00 PM,ccber_user,5/22/2023 11:57:00 PM,ccber_user
11396,d9af1692-5a92-403d-b02d-4cfbb0d30b9c,Eleocharis_acicularis,,2,,0574dd2e-9fdf-4bda-8b6f-fcb57376af1e,5/22/2023 11:57:00 PM,ccber_user,5/22/2023 11:57:00 PM,ccber_user
11397,2d96ec20-d5f9-4574-ac19-a1c5a8ea4415,,,0,,5aeca044-e5e7-4d4d-87fb-e8a22ac6419f,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:01 PM,joannatang@umail.ucsb.edu_ucsb
11398,6ccbbfa2-1fbb-44b7-a077-5e8ea25ddfb7,,,0,,9cb9ca11-18f9-43d2-ab58-3227b7a90526,5/22/2023 11:57:02 PM,ccber_user,5/22/2023 11:57:02 PM,ccber_user
11399,ae13ad49-50b3-44a0-8ff7-353f85eff3b2,Stipa_pulchra,,1,,e1d4427a-12ae-4a97-a536-eff325430667,5/22/2023 11:57:03 PM,ccber_user,5/22/2023 11:57:03 PM,ccber_user
11400,4b047668-3534-4f86-a02c-18f6e326d66a,Eleocharis_macrostachya,,3,,4a23fe53-1867-4a4e-9ce2-df470a7dbf32,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb
11401,4d259ab9-7f93-4dca-99e5-95f259ecacaf,Hordeum_brachyantherum,,1,,4a23fe53-1867-4a4e-9ce2-df470a7dbf32,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:03 PM,joannatang@umail.ucsb.edu_ucsb
11402,6c28240b-c3bd-49ca-9d97-d8ffa27c0484,Eleocharis_acicularis,,0,11,36fbb6bf-581f-4a95-b391-da80ad34f65c,5/22/2023 11:57:06 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:06 PM,joannatang@umail.ucsb.edu_ucsb
11403,12c34bb3-e767-405e-8b5a-019f86379d80,Eryngium_vaseyi,,1,,36fbb6bf-581f-4a95-b391-da80ad34f65c,5/22/2023 11:57:06 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:06 PM,joannatang@umail.ucsb.edu_ucsb
11404,6cd3e8b9-92b9-41da-a0ac-ec83d58c3df9,,,0,,cbefb048-fea4-4d4d-8f74-86fb8c1724d4,5/22/2023 11:57:06 PM,ccber_user,5/22/2023 11:57:06 PM,ccber_user
11405,e15a4d7f-a6ec-4cba-9e95-eee3f4822e6b,Eryngium_vaseyi,,3,,f7f35bfd-aa85-40d6-a67c-08672ba3164e,5/22/2023 11:57:08 PM,ccber_user,5/22/2023 11:57:08 PM,ccber_user
11406,b940f4da-2d39-4a5b-99a5-f7b4d8ce32b8,Eleocharis_macrostachya,,10,,79b2d05c-6b4c-4bd4-94ae-31f995bcad99,5/22/2023 11:57:09 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:09 PM,joannatang@umail.ucsb.edu_ucsb
11407,bc961c3f-e271-46f2-937d-68803ced312b,Eryngium_vaseyi,,1,,79b2d05c-6b4c-4bd4-94ae-31f995bcad99,5/22/2023 11:57:09 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:09 PM,joannatang@umail.ucsb.edu_ucsb
11408,3a362267-10b7-43dd-9cd4-747eb961cd6b,Eryngium_vaseyi,,21,,8c7e9288-3705-440a-a400-a44d371f3aab,5/22/2023 11:57:09 PM,ccber_user,5/22/2023 11:57:09 PM,ccber_user
11409,2606bd08-cd6e-4e87-8921-59196a775883,Eleocharis_acicularis,,13,,8c7e9288-3705-440a-a400-a44d371f3aab,5/22/2023 11:57:09 PM,ccber_user,5/22/2023 11:57:09 PM,ccber_user
11410,fff87d18-a140-421c-ae1e-d6380f6ab99e,Eleocharis_acicularis,,17,,5b0deec6-722d-437f-8b80-a7af3fc2a5a0,5/22/2023 11:57:11 PM,ccber_user,5/22/2023 11:57:11 PM,ccber_user
11411,2b0411b1-9140-4e10-87ae-69f27d6b4ae5,Eryngium_vaseyi,,2,,5b0deec6-722d-437f-8b80-a7af3fc2a5a0,5/22/2023 11:57:11 PM,ccber_user,5/22/2023 11:57:11 PM,ccber_user
11412,8815a1f3-dd1d-4a64-a2d4-62e0937548a9,Eleocharis_acicularis,,38,,a9ca5118-d7c7-4b83-a21b-ed73345f03ae,5/22/2023 11:57:11 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:11 PM,joannatang@umail.ucsb.edu_ucsb
11413,0ec87833-d262-4b8e-b335-2501f31c7818,,,0,,64109bf0-e6ce-4b3d-b930-1f56a497842e,5/22/2023 11:57:12 PM,ccber_user,5/22/2023 11:57:12 PM,ccber_user
11414,0c0fc049-cf4a-492d-a5af-f62876cafa20,Stipa_pulchra,,10,,10160353-ada3-4e49-b782-c2bc15a59b39,5/22/2023 11:57:13 PM,ccber_user,5/22/2023 11:57:13 PM,ccber_user
11415,e4ac4c2d-01ac-416b-9f12-996d8cd78077,,,0,,774631ca-09e0-42ea-87f4-e769043a011e,5/22/2023 11:57:14 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:14 PM,joannatang@umail.ucsb.edu_ucsb
11416,4027ded2-f556-4c24-be02-ca0d66ec277b,Eleocharis_acicularis,,3,,4d5db85f-1381-4b19-95ff-409931c406a1,5/22/2023 11:57:18 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:18 PM,joannatang@umail.ucsb.edu_ucsb
11417,95ee2933-b0ed-43ee-8766-e5e6e9109d61,Stipa_pulchra,,2,,c7aa0393-28ce-4659-b353-77dc170395c1,5/22/2023 11:57:29 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:29 PM,joannatang@umail.ucsb.edu_ucsb
11418,a7bc24e6-e275-4000-a317-6dc606f60053,Stipa_pulchra,,1,,49fbfa7c-6ba4-49d4-bbeb-d14a461bda26,5/22/2023 11:57:32 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:32 PM,joannatang@umail.ucsb.edu_ucsb
11419,694faaa6-38f0-460b-8161-94d6c59a13e0,Eleocharis_macrostachya,,1,,10ba8bfb-1d11-4b6b-a34e-2da6054ed83e,5/22/2023 11:57:36 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:36 PM,joannatang@umail.ucsb.edu_ucsb
11420,fb6ee785-f353-4213-ad14-aebbd46fc425,Eleocharis_acicularis,,1,,10ba8bfb-1d11-4b6b-a34e-2da6054ed83e,5/22/2023 11:57:36 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:36 PM,joannatang@umail.ucsb.edu_ucsb
11421,1be4389c-5f63-489e-83bf-399c7bf4f477,Eryngium_vaseyi,,24,,3749c47a-6e06-41b8-9708-8618c19071f3,5/22/2023 11:57:39 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:39 PM,joannatang@umail.ucsb.edu_ucsb
11422,f842fba1-785f-4283-bedf-e27712800408,Eleocharis_acicularis,,2,,3749c47a-6e06-41b8-9708-8618c19071f3,5/22/2023 11:57:39 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:39 PM,joannatang@umail.ucsb.edu_ucsb
11423,8e44ae35-b3b2-49dc-96d7-c2a24b8de781,Eryngium_vaseyi,,3,,74b0f017-f5b3-4636-80e4-12c52941068b,5/22/2023 11:57:42 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:42 PM,joannatang@umail.ucsb.edu_ucsb
11424,b2a7e65d-a5e9-420e-88a0-230df4f8d21f,Hordeum_brachyantherum,,1,,d20958b6-98fd-4b6a-8c26-d0e59a83a80c,5/22/2023 11:57:44 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:44 PM,joannatang@umail.ucsb.edu_ucsb
11425,4d87d2da-e3d2-49d0-b995-058ea98e3ada,Stipa_pulchra,,3,,c157837c-7f15-4e9c-8052-40a3968eb8fe,5/22/2023 11:57:48 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:48 PM,joannatang@umail.ucsb.edu_ucsb
11426,d28b215c-a4f2-4d4f-be14-b63d3f694a0b,Stipa_pulchra,,1,,7ac5ac99-4a05-4190-859b-aaa728efaf7d,5/22/2023 11:57:54 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:54 PM,joannatang@umail.ucsb.edu_ucsb
11427,1e368238-94e9-4b4d-ac4a-039d8fe6b138,,,0,,b4b23d90-519c-4417-bab7-2d12115d19d0,5/22/2023 11:57:58 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:57:58 PM,joannatang@umail.ucsb.edu_ucsb
11428,39076998-3fd6-4fc7-8db3-86999b164cc2,Eryngium_vaseyi,,10,,8a06ae00-f0a5-4c47-9222-d93cf447dc2c,5/22/2023 11:58:01 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:58:01 PM,joannatang@umail.ucsb.edu_ucsb
11429,cb4f8212-09a1-412f-87e4-5de23408470d,Eleocharis_acicularis,,1,,8a06ae00-f0a5-4c47-9222-d93cf447dc2c,5/22/2023 11:58:01 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:58:01 PM,joannatang@umail.ucsb.edu_ucsb
11430,5ad4099c-1d97-4fb1-ae72-c6c3f8abfc7b,Eleocharis_acicularis,,3,,1bc941e0-2680-472b-b6a3-77b05bf805f2,5/22/2023 11:58:03 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:58:03 PM,joannatang@umail.ucsb.edu_ucsb
11431,af696b51-d004-43da-b262-a1b9468d2853,Eryngium_vaseyi,,4,,1bc941e0-2680-472b-b6a3-77b05bf805f2,5/22/2023 11:58:03 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:58:03 PM,joannatang@umail.ucsb.edu_ucsb
11432,6dacdfb7-da09-4395-ad3d-b52603abff2a,,,0,,d291d97d-3098-452f-9d9b-d2b0d892bdbb,5/22/2023 11:58:06 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:58:06 PM,joannatang@umail.ucsb.edu_ucsb
11433,8427713d-c6b5-45c8-a2ad-d1dfbd1cf7e8,,,0,,5429ac38-0e75-42a1-9012-512b14afa815,5/22/2023 11:58:09 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:58:09 PM,joannatang@umail.ucsb.edu_ucsb
11434,0acedf93-e808-42de-af81-70075623157b,Stipa_pulchra,,3,,76f887f5-eb0d-4660-8b83-980d59b88e7a,5/22/2023 11:58:12 PM,joannatang@umail.ucsb.edu_ucsb,5/22/2023 11:58:12 PM,joannatang@umail.ucsb.edu_ucsb
11435,63910592-912b-41d9-a999-dbe43e877e5f,,,0,,dbad5b5e-0b86-449d-a53e-3c69870f3d87,5/27/2023 12:14:57 AM,joannatang@umail.ucsb.edu_ucsb,5/27/2023 12:14:57 AM,joannatang@umail.ucsb.edu_ucsb
11436,b75386a3-1a1d-4e30-8ee6-c046cfd93d4d,Eryngium_vaseyi,,5,,18a7d241-1fb6-4399-a2df-78324acfa125,5/27/2023 12:15:06 AM,joannatang@umail.ucsb.edu_ucsb,5/27/2023 12:15:06 AM,joannatang@umail.ucsb.edu_ucsb
11437,a48daaf7-3421-4e99-aad9-5c64fe9501b3,Eleocharis_acicularis,,1,,18a7d241-1fb6-4399-a2df-78324acfa125,5/27/2023 12:15:06 AM,joannatang@umail.ucsb.edu_ucsb,5/27/2023 12:15:06 AM,joannatang@umail.ucsb.edu_ucsb
11438,f667d37f-1946-4ce0-88d1-0bb98c8e4ea0,Eryngium_vaseyi,,4,,64615cf8-509c-4bdc-9d31-c9649ca467c8,5/27/2023 12:15:12 AM,joannatang@umail.ucsb.edu_ucsb,5/27/2023 12:15:12 AM,joannatang@umail.ucsb.edu_ucsb
11439,e1ae40fb-d296-45e3-a74a-82360425e3c9,Eleocharis_acicularis,,1,,64615cf8-509c-4bdc-9d31-c9649ca467c8,5/27/2023 12:15:12 AM,joannatang@umail.ucsb.edu_ucsb,5/27/2023 12:15:12 AM,joannatang@umail.ucsb.edu_ucsb
11440,3d8cf5fb-9764-4cfc-94e4-84cadaf1ee89,Eryngium_vaseyi,,6,,0bd80e8e-29e7-4945-9c47-a2566d9b3103,5/27/2023 12:15:17 AM,joannatang@umail.ucsb.edu_ucsb,5/27/2023 12:15:17 AM,joannatang@umail.ucsb.edu_ucsb
11441,f4a9cfd3-24fa-4d1e-a2c7-ade501a0e302,Eleocharis_acicularis,,2,,0bd80e8e-29e7-4945-9c47-a2566d9b3103,5/27/2023 12:15:17 AM,joannatang@umail.ucsb.edu_ucsb,5/27/2023 12:15:17 AM,joannatang@umail.ucsb.edu_ucsb
